file_path,accuracy,f1,recall
t5_js/filtered_fullinfo_directus_directus_7/evaluation_results.json,0.9130434782608695,0.25,0.4
t5_js/filtered_fullinfo_aws_aws-cdk_15/evaluation_results.json,0.7837643678160919,0.0030099053950286936,0.13333333333333333
t5_js/filtered_fullinfo_OpenRefine_OpenRefine_2/evaluation_results.json,0.9761904761904762,0.9646464646464646,0.9473684210526316
t5_js/filtered_fullinfo_storybookjs_storybook_9/evaluation_results.json,0.7255936675461742,0.006349206349206349,0.06837606837606838
t5_js/filtered_fullinfo_adobe_aem-cif-guides-venia_4/evaluation_results.json,0.8565217391304348,0.7746393198012559,0.786833855799373
t5_js/filtered_fullinfo_berty_berty_5/evaluation_results.json,0.7333333333333333,0.7619047619047619,0.8
t5_js/filtered_fullinfo_flybywiresim_a32nx_11/evaluation_results.json,0.902542372881356,0.8726550518709315,0.8586363636363636
t5_js/filtered_fullinfo_matomo-org_matomo_7/evaluation_results.json,0.6060606060606061,0.08839493839493841,0.15079365079365076
t5_js/filtered_fullinfo_WordPress_gutenberg_68/evaluation_results.json,0.9427822668704957,0.7062257329435997,0.6919797978479063
t5_js/filtered_fullinfo_realm_realm-js_6/evaluation_results.json,0.9029850746268657,0.8935156677613575,0.8583333333333334
t5_js/filtered_fullinfo_hashicorp_nomad_11/evaluation_results.json,0.8909090909090909,0.0,0.0
t5_js/filtered_fullinfo_superfluid-finance_protocol-monorepo_5/evaluation_results.json,0.6,0.20693518786825074,0.3160229132569558
t5_js/filtered_fullinfo_sunflower-land_sunflower-land_3/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_treeverse_lakeFS_4/evaluation_results.json,0.3333333333333333,0.4,0.5
t5_js/filtered_fullinfo_musescore_MuseScore_2/evaluation_results.json,0.6666666666666666,0.25,0.5
t5_js/filtered_fullinfo_Adobe-Consulting-Services_acs-aem-commons_2/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_jhipster_generator-jhipster_2/evaluation_results.json,0.9801980198019802,0.9321236559139785,0.9321236559139785
t5_js/filtered_fullinfo_tensorflow_tfjs_7/evaluation_results.json,0.983739837398374,0.9496180290297938,0.9428571428571428
t5_js/filtered_fullinfo_nf-core_tools_2/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_cocos_cocos-engine_16/evaluation_results.json,0.9351851851851852,0.9188984783264444,0.9170690025765927
t5_js/filtered_fullinfo_NomicFoundation_hardhat_3/evaluation_results.json,0.8076923076923077,0.05928853754940711,0.35185185185185186
t5_js/filtered_fullinfo_lit_lit_6/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_prettier_prettier_2/evaluation_results.json,0.9902912621359223,0.9869702719797596,0.9807692307692308
t5_js/filtered_fullinfo_taosdata_TDengine_6/evaluation_results.json,0.9,0.1111111111111111,0.3333333333333333
t5_js/filtered_fullinfo_Unleash_unleash_9/evaluation_results.json,0.8275862068965517,0.3041666666666667,0.3035714285714286
t5_js/filtered_fullinfo_apache_beam_4/evaluation_results.json,0.75,0.7,0.75
t5_js/filtered_fullinfo_keplergl_kepler.gl_6/evaluation_results.json,0.9890710382513661,0.5494736842105263,0.5333333333333333
t5_js/filtered_fullinfo_layui_layui_3/evaluation_results.json,0.8705035971223022,0.621360457724094,0.5782889426957224
t5_js/filtered_fullinfo_NFTX-project_nftx-protocol-v2_2/evaluation_results.json,0.7777777777777778,0.6785714285714286,0.6785714285714286
t5_js/filtered_fullinfo_nocobase_nocobase_3/evaluation_results.json,0.7333333333333333,0.6590909090909092,0.6666666666666666
t5_js/filtered_fullinfo_encoredev_encore_2/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_hashicorp_packer_3/evaluation_results.json,0.875,0.4166666666666667,0.6666666666666666
t5_js/filtered_fullinfo_javascriptdata_danfojs_2/evaluation_results.json,1.0,1.0,1.0
t5_js/filtered_fullinfo_Cuadrix_puppeteer-page-proxy_2/evaluation_results.json,0.0,0.0,0.0
t5_js/filtered_fullinfo_reactioncommerce_reaction_2/evaluation_results.json,0.9047619047619048,0.8055555555555556,0.75
t5_js/filtered_fullinfo_umami-software_umami_6/evaluation_results.json,0.945993031358885,0.16666666666666666,0.16666666666666666
t5_js/filtered_fullinfo_tajo_ladle_2/evaluation_results.json,1.0,1.0,1.0
